,message_id,message_text
1685,880,"Недавно я опять попал в такую историю: нужно было выглядеть хорошо перед съемкой, а времени на мытьё головы - ноль. Знаете, что меня спасло? сухой шампунь! Без мытья головы, а волосы блестят, и объем не хуже, чем после стайлинга.

Короче, это такой спасатель для всех, кто, как и я, любит поспать подольше утром. Пару раз пшикнул, помассировал голову, и готово. Особенно удобно после зала, когда ты в поту и едешь на важную встречу или дату. А если у вас жирные волосы, то это ваш новый лучший друг.

Как пользоваться?
Распылите средство на корни волос с расстояния 20-30 см (но не перебарщивайте с количеством)
Помассируйте кожу головы, чтобы шампунь впитался и не оставлял белых следов
Подождите пару минут и расчешите волосы.
И да, гляньте инструкцию – вдруг там свои фишки.

Главное, не покупайте первый попавшийся шампунь. Я вот например использую такие:

**Batiste**. Многие профессионалы их обожают, и я не удивлён. Самая фишка в том, что они делают только сухие шампуни – и каждый новый лучше предыдущего.

**Collistar**. Итальянцы знают толк в косметике. Этот шампунь не просто чистит, но и бережёт ваши волосы. Бонусом идут ухаживающие компоненты.

**Just Hair**. За такие копейки такое качество - редкость. Жирность убирается на раз, объем как у льва, и главное - ни о каком белом налёте речи не идёт. А ещё у них есть дорожный вариант – 75 мл. Беру с собой повсюду!

**Miriam Quevedo**. Когда хочется роскоши для своих волос, я обращаюсь к этому бренду. Каждый их продукт - просто шедевр.

**Klorane**. Если у вас жирная кожа головы, это точно сюда.

**Batiste Dark**. Темные волосы и сухие шампуни – это всегда проблема из-за белых следов. Но эта версия от Batiste лучшая именно для брюнеток.

Ну а какие сухие шампуни спасают вас в трудные минуты? Напишите в комментах — может, я заберу для шоу «Надо брать» и попробую на себе😏"
1691,874,"**Зашел в TikTok** **(запрещен в РФ) и наткнулся на бьюти-тренд — Villain makeup, девиз которого «хорошие девочки стали плохими».** 

Стиль каждых выходных короче, после трудовыебудней, особенно когда попадаются бывшие…

Посмотрев на все эти довольно наивные тренды макияжа в TikTok, как tomato girl makeup или balletcore makeup, был приятно удивлен, обнаружив этот более агрессивный и выразительный стиль. И если раньше акцент делался на наивности, то здесь всё наоборот. С **villain makeup** вы можете демонстрировать свою уверенность, подчеркивая её ярким макияжем.
Многие в качестве вдохновения берут образы злодеев из мультфильмов Disney, и, честно говоря, вполне понимаю их😏 Ведь эти персонажи часто выглядят гораздо интереснее классических героев.
Есть куча способов пробовать **villain makeup**: акцент на глазах, насыщенные красные губы или даже лисий взгляд. Я для вас собрал несколько интересных туториалов, которые помогут освоить этот тренд. Пробуйте, и пусть весь мир подождет😈

#РоскошныеТренды"
1700,865,"Осень — это не только время тёплых свитеров и горячего какао, но и отличный повод обновить свой маникюр😏

Пальчики  маникюром напоминают нам набор шоколадных конфет с разными начинками.

Давайте вместе узнаем, какие тренды в маникюре будут актуальны осенью 2023💅

От лавандового, насыщеннего шоколадного, напоминающего глазированный пончик, винного и ванильного отенков до классических вариантов в виде нюда и френча, а также металика, минимализма и теплого оранжевого."
1701,864,"Я обожаю маски для лица и постоянно их использую. Но иногда я просто не могу доверять их составу, особенно учитывая, что у меня чувствительная кожа. Поэтому время от времени я делаю свои собственные маски, которые иногда оказываются гораздо полезнее, чем купленные в магазине😏 И сегодня я хочу поделиться с вами 5 рецептами домашних масок из простых ингредиентов, которые я делаю сам!

**Медово-овсяная маска**:
**•** **ингредиенты**: 2 ст. л. натурального меда, 1 ст. л. молотых овсянки.
**•** **эффект**: увлажняет, питает, смягчает сухую и чувствительную кожу.
• смешайте ингредиенты, нанесите на лицо на 15 минут, затем смойте теплой водой.
**  
Маска из банана и йогурта**:
**•** **ингредиенты**: 1/2 спелого банана, 2 ст. л. натурального йогурта.
**•** **эффект**: питает, освежает и возвращает естественное сияния кожи.
• разомните банан в пюре, добавьте йогурт, перемешайте и нанесите на лицо на 20 минут.
**
Алоэ и огурец для увлажнения**:
**•** **ингредиенты**: 2 ст. л. геля алоэ, 1/4 свежего огурца.
**•** **эффект**: увлажняет**, **успокаивает раздраженную кожу, идеальна после дня на солнце.
• разомните огурец в пюре и добавьте гель алоэ.

Все ингредиенты для масок, скорее всего, у вас уже есть дома, так что пробуйте и пишите в комментариях, какие домашние маски вы делаете👇"
1702,862,"Друзья! Всегда верил в то, что окружающая красота начинается изнутри. И ведь не зря. Вы знаете, что у меня уже есть свой цветочный бизнес, где каждый букет — это неповторимое произведение искусства. Но недавно задумался: а что, если расширить горизонты и создать место, где каждый человек сможет открыть в себе эту красоту? Где каждый будет чувствовать себя уникальным и неповторимым?

Конечно, я про открытие салона красоты. Но с чего начать?

И вот наткнулся на решение! Бизнес Секреты Тинькофф выпустили [бесплатный гайд «Открытие салона красоты».](https://l.tinkoff.ru/zhidkovskiy_beauty_salonkrasoty) Что я нашел там?

Пошаговую инструкцию, как зарегистрировать бизнес, подобрать идеальное помещение, купить необходимое оборудование и даже найти лучших поставщиков. В гайде собрали именно те штуки, на которые стоит обратить внимание, чтобы ваш салон не стал еще одним из многих.

Так что если у вас тоже мечта про свой салон или просто интересно — [переходите по ссылке](https://l.tinkoff.ru/zhidkovskiy_beauty_salonkrasoty) и забирайте!

Реклама. АО ""Тинькофф Банк"", лицензия ЦБ РФ № 2673. erid:LatgBtmbc"
1704,859,"Когда хочется сделать все в одном месте, а  ГЛАВНОЕ качественно! 

В ритме московской жизни я не могу себе позволить тратить много времени на разъезды по салонам ради Бьюти процедур. Хочется все сделать в одном месте, но с идеальным сервисом и качеством. И я нашел такое место - Министерство красоты

И самый большой плюс, что находится он в самом центре москвы.

В салоне собраны все необходимые бьюти процедуры, начиная от ногтей и заканчивая наращиванием 
волос😍 и абсолютно все мастера делают свою работу на высшем уровне! https://t.me/ministerstvo_beauty ♥️"
1709,853,"Любите ли вы блеск, как люблю его я? Именно для таких ворон Варвара создала собственные украшения [SBLESKOM,](https://Sbleskom.ru/) которые найдут отклик в сердцах многих: от готических до современной урбанистики, выполненных в серебре 925 пробы и полностью сочетаемые между собой.

[Подписывайтесь на канал](http://t.me/sbleskomru) бренда, где найдёте много стилевых решений. А в течение 3 дней по промокоду BEAUTY вы получите скидку в 10 процентов на каждое изделие! Не стесняйтесь баловать себя, хо-хо💋"
1710,851,"Итак, рассказываю про две вещи, которые помогут спрятать следы недосыпа, ночных возлияний и безудержного кутежа с лукасами 😏

BB-крем от Holika Holika ложится на лицо невесомой вуалью, но при этом отлично скрывает всё, что хочется скрыть. Не делает из лица жирный блин и держится до победного. Иногда наношу один слой, иногда два — тогда получается более интенсивно, но без эффекта маски.

Если ситуация совсем безвыходная, призываем на помощь консилер: у него настолько высокая кроющая способность, что он спрячет синяки под глазами, постакне, прыщи и банку соленых огурцов, которую ты съела на ночь.

Обожаю неистово!

И, конечно, не оставлю вас без промокода: с 19.05 по 21.05 включительно скидка 20% на ВЕСЬ декор Holika Holika на OZON по промокоду ROSKOSH20. Переходите по ссылке и выбирайте себе тинты, кушоны, BB-кремы и корейские термотуши. 
Ссылка на покупку - https://vk.cc/coaTvx

Xo-xo 💋

Реклама. ООО ""ХОЛИКА РИТЕЙЛ"".
Токен:Kra23bQXs"
1712,849,"Товарищи-обладательницы коротких ресниц есть в чатике? 😏 тогда этот лайфхак для Вас. [Переходите по ссылке](https://www.ozon.ru/product/syvorotka-dlya-rosta-resnits-i-brovey-toplash-sredstvo-dlya-uhoda-za-resnitsami-i-brovyami-149689308/)
заказывайте, пробуйте, а с промокодом LALALASH20 получайте скидку в 20% на Ozon 

жду ваши отзывы. еще больше эффектных результатов до/после  можно увидеть на канале @toplashOfficial 

Сразу скажу процесс продолжительный, но оно того стоит.
Хо-хо 💋"
1717,844,"Cталкивались ли вы с обезвоженностью волос? Укладки, отсутствие блеска и глубокого цвета, плюс последствия в виде зуда и  шелушения головы… У меня такое произошло еще в зимнее время года, тк батареи просто истязали неистово! 

Но выход есть😏 Именно для этого был создан шампунь [«Fiona Franchimon»](https://fionafranchimon.ru/haircare?utm_source=zhidkovskiy_beauty&utm_medium=zhidkovskiy_beauty&utm_campaign=zhidkovskiy_beauty) на основе семян брокколи, который меня на тот момент спас, поскольку постоянное выпрямление после каждого дубля, убивающее все живое на голове, плюс фиксация волос, расчесывание после фиксации для более дополнительной фиксации и прочие воздействия моей команды заставляют к концу недели кричать мои волосы «хватит!», но с линейкой от Фионы они не только сохраняют увлажнение внутри, но и препятствуют  проникновению излишней влаги с целью предотвращения  пушения♥️
Баланс, гидро-липидная пленка и кожа головы  теперь под контролем, а отсутствие масел в составе позволяет использовать совершенно разные линейки вместе, чередуя их и достигая оптимального эффекта, например шамунь для увлажнения и кондиционер для объема на прикорневую зону, причем совершенно неважно какой у вас при этом тип волос кудрявый, пористый, сухой или натуральный, Fiona Franchimon подойдет всем! Для тех, кто живет в ритме волосяного танго-мастхэв!

При заказа на [сайте](https://fionafranchimon.ru/haircare?utm_source=zhidkovskiy_beauty&utm_medium=zhidkovskiy_beauty&utm_campaign=zhidkovskiy_beauty) по промокоду РОСКОШЬ вы получите 15% скидку до конца июня.

Реклама: LdtCKaSf6"
1718,843,"**Психолог — профессия будущего**: вы знали, что в 2023 году спрос на услуги психологов вырос на **62,8%,** и это по всей России. И, чтобы не пропустить резкий рост спроса на специалистов стоит уже сейчас задуматься о перепрофилировании или получении новой профессии.

Лучше всего обучаться в лицензированном учебном заведении с большим количеством практики, надежными гарантиями и денежными грантами. Например, первый лицензированный онлайн-институт психологии [Smart](https://salebot.site/r/program_1?utm_source=telegram&utm_medium=posev&utm_campaign=news&utm_content=mosguru&utm_term=putin_comment)[,](https://salebot.site/r/program_1?utm_source=telegram&utm_medium=posev&utm_campaign=news&utm_content=ssigny&utm_term=putin_comment) резидент Сколково. Обучает специальности за год и выдает два диплома: государственный о профпереподготовке и степень MBA. 

И, кстати, во время обучения у вас будет 400 часов практики — это в два раза больше, чем в любом ВУЗе.

Для первых 30 абитуриентов институт выделил грант в размере ₽30 000 на обучение, который покроет существенную сумму затрат. Переходите по [ссылке](https://salebot.site/r/program_1?utm_source=telegram&utm_medium=posev&utm_campaign=blog&utm_content=zhidkovsky&utm_term=putin_comment)[,](https://salebot.site/r/program_1?utm_source=telegram&utm_medium=posev&utm_campaign=news&utm_content=ssigny&utm_term=putin_comment) чтобы подобрать программу и получить грант."
1721,839,"Для тех, кто не знал чем себя порадовать в столь пасмурную погоду, выход есть! Ведь совсем скоро, уже 1 апреля на платформе VK видео эксклюзивно выходит легендарное шоу ЧБД, а именно с Нурланом Сабуровым, Алексеем Щербаковым, Тамби Масаевым, Ильей Макаровым и Эмиром Кашоковым – снова будут слушать истории гостей и угадывать, что было дальше. Ставьте себе напоминания, подписывайтесь на сообщество [ЧБД ВКонтакте](https://vk.com/chbd) и следите за новостями!"
1722,838,"Девочки, новость из мира бриллиантов! Если вы, как и я, обожаете украшения, то в тг [появился канал, где знают про них абсолютно все](https://t.me/ALROSADIAMONDS)💍.

Здесь можно и про цвета [борьбы за права женщин](https://t.me/ALROSADIAMONDS/411) узнать, и как носить [бодичейны/стилизовать броши,](https://t.me/ALROSADIAMONDS/405) а  также быть в курсе новинок и трендов ювелирной моды. 

Канал ведут эксперты Alrosa Diamonds — наши главные по бриллиантам, ведь у нас в России добывают каждый четвертый алмаз в мире и специализируются на первоклассной огранке “russian cut”. А про то, как влияет собственная добыча и огранка брюликов на выгоду и надежность, даже напоминать не буду.

В общем, маст к подписке!💋

💎💎💎 @ALROSADIAMONDS"
1723,837,"2 недели назад вернулся из Парижа, ну и натолкнулся на этот шлейфовый аромат, который, оказывается, вдохновлен как раз таки ночным шиком Парижа! Бывает же такое😭 В нашем бутылочном полку Loubiworld прибыло! Christian Loboutin Loubirouge с нотами ириса, кардамона и ванили😏 Шлейфовый, в меру сладкий, можно даже сказать слегка театральный, но не навязчивый) А упаковка💔 Мне очень зашел♥️"
1724,836,"Весна идет - весне дорогу, товарищи😏 захотелось немного, знаете, цветочно-древесной феерии, взял на пробу новый аромат от PLEIN. Что вам сказать. Шлейф 10 из 10, а сочетание жасмина туберозы и смородины не дает вот этого приторного удушливого цветения, аромат приятный, свежий с легкой даже кислинкой! На весну - самое оно! Ну и в преддверии 8 марта приятный и [эксклюзивный подарочек](https://www.letu.ru/product/philipp-plein-fatale-rose/130200087?utm_source=telegram&utm_campaign=cp_feb_rosezh_scrid_telegram) 🎁 для девушки, сестры или мамы 🤍, выбирайте сами. Заказывал в летуаль! Заходите балуйте себя подарками скидками до 50%  😏 хо-хо 💋"
1726,834,"Ну что товарищи 😏🎶 вы ждали мы сделали. Мой первый и я надеюсь не последний собственный музыкальны й эксперимент #MorningBeLike 

Записал в двух версиях для любителей цензуры, и слова покрепче. Надеюсь, песня найдет отклик в ваших сердцах и ушах и в новом  получит свой граммофон😂 😏 И ПУСТЬ ВСЕ БЫВШИЕ ПОДОЖДУТ

Если захотите поддержать меня в соц.сетях, выставляйте себя под трек, ну или качайте видео, оставляйте ссылку на треки и отмечайте меня. Буду репостить под оливье и шубу 😘 хо-хо 💋 

Спасибо @voltov_producer @mashakoltsova за этот музыкальный трип 


Версия 18+ https://l.1mp.ru/zhmble/

Версия для любителей без остринки https://l.1mp.ru/zhimbl/"
1727,833,"Флюидный, мерцающий, придающий лицу сияние словно вы только что вышли после чистки от косметолога-тон от Charlotte Tilbury Hollywood Flawess Filter. Классно перекрывает, придает лицу эффект фотошопа но при этом не перегружает и не ощущается на коже! Хайли рекомменд, по цене в районе 53 евро."
1729,831,"Не смог пройти мимо своего любимого бренда косметики, но когда качество не то что совпадает с визуалом, а это в целом произведение искусства… Начинается невозможная любовь💔 Духи/помады/кушоны/пудры, нигде не видел такого трепетного отношения к продукту, хочется сразу и всё💔🥲"
1730,830,"Сегодня поговорим не только про косметику, но и затронем важный фактор при ее выборе. Тема будет посвящена лакам для волос, поскольку во-первых, это связь с космосом😂  и если связь плохая, то и соответственно качество жизни хромает, во-вторых у меня довольно часто съемки, а в повседневной жизни думаю у многих из вас различные мероприятия/сборы/события, или же просто как моя бабушка например, делаете себе объемную укладку с фиксацией каждый день, а в третьих давайте не будем забывать о том, что волосы(ну и то, что на них попадает) находятся ближе всего к коре головного мозга, да и в целом-перхоть/зуд и тд никому не нужна… 

Бывает такое, что не совсем понимаешь откуда идет проблема, вроде шампуни все хорошие, а все равно какой то легкий дискомфорт, так вот, он вполне может идти как раз таки от лака! Важным аспектом при выборе является наличие ДМЭ в составе, иными словами говоря-лаки на ДМЭ практически не содержат спирта, который сушит кожу головы, не образовывают пленку, которая опять же удваивает нагрузку на кожу головы, следовательно может начаться выпадение, ну и не превращает волосы в сопли, которые невозможно расчесать. 

Согласитесь, довольно маленький нюанс, а сколько геморроя можно себе нажить😂 Соответственно перед выбором обязательно смотрите на первую строчку состава, есть ли там ДМЭ в составе, да, он будет стоить дороже на сто рублей, но согласитесь, красота хоть и требует жертв, но не там, где этого можно избежать… хо-хо💋"
1731,829,"Итак, рассказываю про тинт для губ, который люблю, бренд вам всем знакомы Chupa Chups, да, они выпускают не только сладости, но и косметические штучки с привкусом/запахом тех самых сладостей(но не навязчивым, что приятно)

Chupa Chups choco&vanilla, приятный, водянистый, в меру пигментированный, съедается довольно быстро, но, ставляет после себя оттенок(как у меня до нанесения), поэтому смело советую и предельно люблю, по стоимости ~700 рублей"
1732,828,"Итак, Chanel Blush N21, очень классный стик, причем как для блондинок, так и для брюнеток, рекомендую крайне, если увидите на прилавках, оттенок и теплый, и холодный одновременно, а главное освежающий! 10/10, хо-хо💋"
1739,821,"Ну что, товарищи! 😏 сегодня мы тестируем очередной продукт от российского бренда Art&Fact, который появился в 2020 году и довольно стойко себя зарекомендовал. Что могу сказать? Ничего лишнего, как в упаковке и дизайне, так и в используемых компонентах, направленных на борьбу с акне, мимическими морщинами, жирным блеском, закупоренностью и тд, плюс к тому не тестируется на животных♥️

[Мягкая пенка с пантенолом деликатно](https://clck.ru/32PgNN) очищает и увлажняет кожу. Пересушивание теперь далеко позади.

[Тоник с альтермонасом](https://clck.ru/32Pfhx) успокаивает кожу, обладает заживляющим действием.

[Увлажняющая сыворотка для лица с экстрактом центеллы азиатской 5% и 4D гиалуроновой кислотой 3](https://clck.ru/32PfjE)% заполняет мелкие морщинки и защищает кожу от воздействий окружающей среды.

[Карбоновый пилинг-эксфолиант для лица с белой глиной 5%, черной глиной 3% и молочной кислотой 2](https://clck.ru/32Pfph)% бережно удаляет ороговевшие слои эпидермиса, способствует осветлению пигментации. 

[Ночной омолаживающий и регенерирующий крем для лица с голубым ретинолом 3%, маслом ши 2% и ретинолом 0,1% делает](https://clck.ru/32Pfs4) кожу более упругой и эластичной, замедляет процессы старения

По моему промокоду **MISHA20** на OZON c 18 по 23 октября будет действовать скидка 20% на все продукты [Art&Fact. ](https://clck.ru/32Pftd)

Хо-хо 💋"
1740,819,"Не секрет, я люблю приодеться. Что с чем носить — разобраться не так сложно, можно подсмотреть. А вот как правильно подобрать к образу аромат — задача не так проста. Бывало, вот на тебе новый тренч и правильные ботинки, все готово, чтобы идти в свет, как вдруг, немного заболтавшись с мамой на кухне, тебя обволакивает аромат со стойким шлейфом котлет, и никакой подиумной походкой его не перебить.

Осень — время сложных и богатых парфюмерных композиций, летом чуть переборщил и все: тошнит, и от себя хочется спрятаться. Осень в этом плане комфортнее.
Подбирая образ в сентябре, проще всего воспользоваться уже готовыми подборками ароматов. Аромабоксы от Randewoo идеально справляются с этой задачей.
Мой бокс осенних [ароматов](https://clck.ru/323sJ6)— это 8 гармоничных дополнений для вдумчивых и полноценных образов.

На [сайте](https://clck.ru/wHGDV) как раз эти наборы сейчас идут с 30% скидкой, а если воспользоваться моим промокодом **10BUTIK1** , то плюсом еще 10% скидка будет, действует она от 2500 рублей."
1742,817,"В этот четверг легендарной Айрис Апфель исполнится 101 год. По такому случаю она выпустила лимитированную коллекцию косметики в сотрудничестве с брендом Ciaté London.

В коллекцию вошли две палетки теней , помада в красном, бежевом и розовом цветах, наклейки для ногтей, косметичка и зеркало. На самом деле, получился такой очень даже миленький набор. 

«Красота в глазах смотрящего. Вы должны делать то, что заставляет вас чувствовать себя красивой и особенной. Я люблю наносить макияж. Это часть того, как я выражаю себя, наряду с модой».

Айрис замечательная! 101 год, а столько энергии."
1744,815,"Comfort Zone essential face wash.

Классная, деликатная пенка, не стягивает, не сушит, отлично подойдет как для склонной к сухости, так и для комбинированной кожи. По стоимости в районе 2,5тр но расход маленький, тк хорошо пенится, плюс к тому отлично удаляет макияж;)"
1747,812,"Есть целый бренд только для темнокожих женщин (Ami Colé) Он ориентирован на «красоту людей с темным оттенком кожи во всех ее проявлениях». Есть оттеночный увлажняющий крем(подстраивающийся), оттеночное масло для губ и бальзам- хайлайтер , а теперь вот карандаш для бровей и гель. Узнал о них через двух своих приятельниц😏"
1763,796,"Innisfree и Mentos.
Mentos уже когда-то сотрудничал с брендом лака для ногтей, но решил не останавливаться на этом. Новая коллаборация с корейским брендом Innisfree представила пудру. Пудра представлена в шести цветах, которые соответствуют вкусам конфет, и упакована в настоящую баночку леденцов ментос."
1766,793,"Берите свою волшебную палочку — ой, кисти для макияжа — и собирайте чемодан для поездки в Хогвартс! 
Бренд Colourpop Cosmetics анонсировал выход коллаборации совместно с героями фильмов о Гарри Поттере. Есть предчувствие, что эти палетки будут распроданы молниеносно быстро, ведь не зря создатели колдовали…

Добавили бы немного волшебства, мерцания и вдохновения в вашу косметичку?"
1767,792,"Утренние отеки? Обвисший овал лица? Знакомо? А если еще и жара? Перелеты? А если перелеты из жары в жару, плюс отсутствие возможности на бизнес класс и узкие сидения. Чем помочь? Правильно! На эти случаи надо иметь подручные действенные средства - у меня это незаменимый портативный уход на дому или где угодно от FOREO. Домашние микротоки BEAR эффективно справляются с отеками и качество кожи улучшают. Они легко расслабляют мышцы лица, улучшают кровообращение и помогают лимфотоку. Именно так уходит пресловутая отечность! В одном девайсе сразу и лимфодренаж и лифтинг эффект. Получается очень выгодная покупка: купил однажды, пользуешься всегда и везде. В общем, умное вложение в качественный уход и результат - овал  лица четкий, кожа в тонусе, а это актуально и дома, и на пляже и на горнолыжке, и в дороге. Я даже в самолете поверх тканевой маски делал себе микротоковый массаж дабы разогнать лимфу, и вам советую. А если переживаете что «долбанет током», не стоит, технология антишок не даст вам этого сделать 💋 [бегом](http://foreo.se/gj4u) за микротоками BEAR, тем более пока скидки от -35% 💋"
1775,784,"А мне Loboutin Beauty прислали их новый парфюм, вдохновленный путешествием по Португалии… Аромат супер, такой, знаете, цветочный со шлейфом(тем, кто любит восточные ароматы особенно понравится😏)…Все это переплетается в цветочно-цитрусовых нотах туберозы, мускуса и свежего лимона❤️ Короче мне зашёл!"
1777,780,"Отпуск в летнее время? Как классика жизни, а если мы еще любим слегка выпить, а сверху закусить, а еще чем то соленым, плюс солнце, да и в принципе соленой воды из моря наглотаться = отечность на весь следующий день. Чтобы избежать подобных историй, я не обхожусь без своего фаворита - микротоков BEAR от [FOREO](https://t.me/foreoyoung), он со мной и в Италию поедет, чтобы не пропускать процедуры.
Для тех, у кого так же, как и у меня руки из одного места, можно смело отставить переживания, тк в приложении уже есть программы с видео, где показано как и что массировать😏 Отек разгоняется токами, а эти самые токи стимулируют работу внутренних мышц, тем самым подтягивая наш каркас… Считай, мы занимаемся спортом, только лицом и без особых усилий😂 Поэтому отдыхайте не просто, а с пользой!)😈 Кстати, до конца этой недели еще и скидки -40% в честь дня рождения бренда, поэтому кто ждал момента, он настал😈 foreo.se/xa42"
1778,779,"Armani Nera (два в одном), можно использовать как тоник, а можно как патчи под глаза, нанеся на ватку и путем компресса оставить на 10-15 минут, хорошо очищает, освежает, придает сияние,советую хранить в холодильнике, по стоимости в районе 10тр, хо-хо💋"
1782,775,"Tom Ford Soleil D’Hiver. Классные тени на любое время суток(верхний отсек днем, а нижний на вечер, но я мешаю). Отлично пигментированы(как и все тени том форд), потрясающее сияние(деликатное), но если наслаивать, будет такое, что с МКС вам передадут пламенный привет. По цене 7 тр. По расходу не слишком экономичные, тк мягкие."
1784,773,"Очищающая маска для лица с эффектом сияния. Что могу сказать? Глобального очищения ждать не стоит, легкое-да, верхний слой эпидермиса, скажем так, питает, делает кожу бархатистой, упругой, мне понравилась, советую, по стоимости 8тр, но расход маленький, а упаковка большая и хорошо распределяется по лицу."
1786,771,"Глобальные вмешательства отошли на второй план, а вот  тенденция к усовершенствованию того, что есть и укреплению каркаса лица наоборот в тренде, дабы «сиять изнутри». Одной из таких процедур является процедура микротоков.
 
Каждое утро, как и каждый вечер я начинаю с микротоками BEAR от [FOREO](https://t.me/foreoyoung) для домашнего ухода, где я выбираю самостоятельно комфортность микротоков и степень пульсаций, используя приложение с установленными видео. Процедура направлена на улучшение качества кожи, повышение тургора, моделирование овала, снижение отечности и комплексный уход в целом. С утра убираются отеки, а вечером это лицевая гимнастика, которая уменьшает, как второй подбородок, так и укрепляет каркас лица, освежает и подтягивает его.
 
Причем компактный размер позволяет брать аппарат даже в клатч, на случай если вы останетесь у кого то ночевать после бурной вечеринки, и решите экстренно привести себя в порядок. Этот девайс однозначно станет фаворитом в вашей ежедневной бьюти-рутине. По [ссылке](http://foreo.se/iyjy) ловите скидку 😏 хо-хо💋
 "
1791,766,"Продолжим наши бьюти-расследования в стиле «эта штучка хотела купить все и сразу»😏👌🏻 для тех, кто  пополняется впрок предлагаю отличную подборку бюджетных и известных мастхэвов, которую я наштудировал себе в корзину на Wildberries 💜 Скидки там недурные, аж [до -50% и на L’OREAL PARIS, и на GARNIER](https://www.wildberries.ru/promotions/loreal-paris-maybelline-nygarniernyx-pmu-dessange-essie?sort=popular&cardsize=c516x688&page=1&fbrand=4279%3B4278&bid=05ab5cd4-daf9-4cbb-a481-8123e84fab09#c2025362?utm_campaign=LorealRU&utm_source=cpd_ALL_MultibrandJune&utm_medium=partner&utm_content=blogger&utm_term=Zhidkovsky%20%20), но только до 30 июня 👇🏻

[Тушь Paradise Доступная](https://www.wildberries.ru/catalog/66892617/detail.aspx?targetUrl=SN&utm_campaign=lorealru&utm_source=cpd_ALL_MultibrandJune&utm_medium=partner&utm_content=blogger&utm_term=Zhidkovsky%20%20%20) новинка! Удлиняет и тоненькие реснички, и даже пеньки, объём супер! 
[Тон Alliance Perfect](https://www.wildberries.ru/catalog/2025387/detail.aspx?targetUrl=SN&utm_campaign=lorealru&utm_source=cpd_ALL_MultibrandJune&utm_medium=partner&utm_content=blogger&utm_term=Zhidkovsky%20) с гиалуроновой кислотой - по составу и гладкий тон, и увлажнялка! Эффект сияния в комплекте прилагается💫
[Солнцезащитное молочко](https://www.wildberries.ru/catalog/3796041/detail.aspx?targetUrl=SN&utm_campaign=lorealru&utm_source=cpd_ALL_MultibrandJune&utm_medium=partner&utm_content=blogger&utm_term=Zhidkovsky%20) для лица и тела Garnier Ambre Solaire SPF30. Легкая текстура быстро впитывается, не оставляет белой пленки ☀️ 
[Увлажняющий Шампунь Elseve Гиалурон Наполнитель](https://www.wildberries.ru/catalog/81728391/detail.aspx?targetUrl=SN&utm_campaign=lorealru&utm_source=cpd_ALL_MultibrandJune&utm_medium=partner&utm_content=blogger&utm_term=Zhidkovsky%20) - новинка для увлажнения с добавлением опять же гиалуроновой кислоты в состав👌🏻 
[Сыворотка Ревиталифт Филлер](https://www.wildberries.ru/catalog/12882458/detail.aspx?targetUrl=SN&utm_campaign=lorealru&utm_source=cpd_ALL_MultibrandJune&utm_medium=partner&utm_content=blogger&utm_term=Zhidkovsky%20) с 1,5% чистой гиалуроновой кислотой против морщин. Подойдёт для эффективной борьбы c первыми признаками старения и увлажнителя.

Ну что, выбирайте, покупайте, экономьте 😏 хо-хо💋"
