,message_text,clean_text,cluster,cluster2
2325,"Сразу говорю - эта тема как кокаин, бросаешь и почти весь эффект уходит, так что тут конечно либо платишь бабки, либо нет тебе ресничек клевых. Просто я не ожидала такого эффекта, обычно я очень специфически отношусь к таким штукам)",сразу говорить тема кокаин бросать эффект уходить либо платить бабка либо ресничка клёвый ожидать такой эффект специфически относиться такой штука,5,0
2326,"Так, че ещё из новостей, я кажется хочу самую дорогую в моей жизни сыворотку для роста ресниц. Вообще, это не моя тема, но каждый раз, как только я смотрю видосы с Николь Чапман - я думаю КАКИЕ У НЕЁ КРУТЫЕ РЕСНИЦЫ. И она наконец сделала видос и рассказала как наколдовала их. Посмотрите сами, если интересно.",че новость хотеть самый дорогой мой жизнь сыворотка рост ресница вообще тема смотреть видос николь чапман думать какой крутой ресница сделать видос рассказать наколдовать посмотреть интересно,5,0
2327,"Оооох, вот хороший вопрос, потому что я сама крашусь редко, а если и крашусь, то максимум какой-то омбре делаю. Но мне нравится как красят в Рябчике на Покровке, и Надя в nail sunny (в том, который на Октябрьской вроде).",оооохнуть хороший вопрос краситься редко краситься максимум какойтый омбр делать нравиться красить рябчик покровка надя   октябрьский вроде,5,0
2328,"Ани, привет! Спасибо за косметос, это прям очень круто и полезно) Если не трудно, хотела бы тебя попросить, возможно, ты можешь рассказать/порекоммендовать на своем канале конкретных людей/места, у кого краситься на мероприятия вроде свадьбы, чтобы потенциально не превратиться в душечку-марфушечку с кудельками на голове и все было аккуратно и лаконично",ани привет косметос прям круто полезно трудно хотеть попросить возможно мочь рассказатьпорекоммендовать свой канал конкретный людейместо краситься мероприятие вроде свадьба потенциально превратиться душечкумарфушечка куделька голова аккуратно лаконично,5,0
2329,"Во-первых советую купить какую-нибудь щетку типа кларисоника (можно и сам кларисоник, хотя по мне они практически все одинаковые). Я вот очень редко пользуюсь кларисоником (форео мне больше нравится), а вот для мужчин - идеально.",вопервое советовать купить какуюнибудь щётка тип кларисоника кларисоник практически одинаковый редко пользоваться кларисоник форео нравиться мужчина идеально,5,0
2330,"Меня тут спросили о мужском уходе....🤔 и я тут подумала, это правда будет полезно, мужики ваши конечно ничего не купят, но зато вы можете им подарить чего-нибудь и привить к тому, чтобы они тоже ухаживали за собой немного.",спросить мужской уходе🤔 подумать правда полезно мужик купить мочь подарить чегонибудь привить ухаживать,5,0
2331,"Но блин, как ни странно, это реально работает!! Небольшая пометка: средство нужно наносить супер мало и лучше использовать спонж (любой) и промакивать все ваши жирные места (~_~) на лице. При этом оно никак не сушит кожу, не смазывает ваш тональник и тд. В общем я посмотрела уже наверно 10 ревью и очень хочу попробовать его.",блин странно реально работать небольшой пометка средство наносить супер использовать спонж любой промакивать жирный место лицо никак сушить кожа смазывать тональник тд общий посмотреть наверно 10 ревить хотеть попробовать,4,5
2332,"По консистенции похоже на сыворотку, не совсем жидкую, которая даёт сразу такой матирующий эффект. Короче, это средство можно использовать как праймер до тональника и оно прекрасно матирует, но при этом они предлагают ещё использовать его как матирующие салфетки, то есть в течении дня, когда вы нанесли тональник, консилер, пудру, они говорят - ЗАБЕЙ НАНЕСИ СЫВОРОТКУ СВЕРХУ И УБЕРЕШЬ ЖИРНОСТЬ С ЛИЦА. По сути это супер странно, потому что существует некий закон, что мы уже ничего ""жидкого"" не можем нанести после пудры.",консистенция похоже сыворотка жидкий давать сразу матировать эффект короче средство использовать праймера тональник матировать предлагать использовать матировать салфетка течение день нанести тональник консилера пудра говорить забить нанести сыворотка сверху убрать жирность лицо суть супер странно существовать некий закон жидкий мочь нанести пудра,4,5
2333,"Опять же, можно наносить отдельно, можно смешать с праймером, можно смешать с тональным кремом. Это прям крутейший и очень мелкого свечения продукт, который можно регулировать (смотря насколько вы Джей Ло). Думаю в этом году это будет лучший хайлайтер.",наносить отдельно смешать праймер смешать тональный крем прям крутый мелкий свечение продукт регулировать смотреть насколько джей ло думать хороший хайлайтер,5,0
2334,"По сути это очень крутая штука, хоть и кажется слегка сложной, но вы можете сами себе подобрать цвет / насколько вам нужен более тональный либо более бб крем и какой вам финиш вам в принципе нужен. Вот оно будущее, управлять тем, что будет на твоей роже 🙄",суть крутой штука слегка сложный мочь подобрать цвет насколько нужный тональный либо бб крем финиш принцип нужный будущее управлять твой роже ,5,0
2335,"В общем это очень концентрированное тональное средство, которое можно смешать (понадобится всего несколько капель) с любым кремом, праймером, сывороткой. В общем со всем, что вы наносите ДО тонального крема. Таким образом вы объединяете два этапа в один, но не теряете ""покрывательскую"" способность тональника. Его можно даже с кремом для тела смешать и обмазаться по всему телу, взяв слегка загарный оттенок. Следов не оставляет!",общий концентрированный тональный средство который смешать понадобиться капля любой крем праймер сыворотка общий наносить тональный крем такой образ объединять этап терять покрывательский способность тональник крем тело смешать обмазаться тело взять слегка загарный оттенок след оставлять,4,5
2336,"Кстати, про COVER FX хотела рассказать, раз уж упомянула их продукт. Опять же, мы немного в танке. Так что, если будете за бугром, зачекайте в сефоре. Понимаю, что может не интересно то, что у нас не продаётся, но все же это не навсегда (надеюсь) и вообще знать надо про лучшие продукты в мире 🌚",кстати   хотеть рассказать упомянуть продукт танк бугор зачекать сефора понимать интересно продаваться навсегда надеяться вообще знать хороший продукт мир ,2,0
2337,"Очень очень люблю его, стоит по-моему рублей 600. Единственное, берите всегда оттенок 01, несмотря ни на что (если вы конечно не совсем Тайра Бенкс), он кажется очень светлым, но подстраивается под вас. Остальные (02, 03) ну чересчур темные. Обязательно попробуйте!",любить стоить помоему рубль 600 единственный брать оттенок 01 несмотря тайра бенкс светлый подстраиваться остальной 02 03 чересчур тёмный обязательно попробовать,2,0
2338,"Как видите, я не назвала вам никаких дешёвых продуктов, потому что я пока их не нашла 🤔 Если честно, все дешевые либо жирнят, либо по покрытию меня не устраивают, но есть исключение (ну для меня, во всяком случае).",видеть назвать никакой дешёвый продукт найти 🤔 честно дешёвый либо жирнить либо покрытие устраивать исключение всякий случай,5,0
2339,"Кстати про сыворотки, я в последнее время их очень полюбила, уже рассказывала вам про Sinsation Cosmetics 10% Glycolic Acid Gel, но хотела добавить ещё про сыворотку Hydro-Plumping Re-Texturizing Serum Concentrate от Kiehl's.",кстати сыворотка последний полюбить рассказывать   10    хотеть добавить сыворотка     ,5,0
2340,"Это одно из лучших открытий на тему цена-качество. Эти средства действительно работают, моё любимое из них - сыворотка и дневной крем. Буду плакать и молить, чтобы кто-то привёз опять из Америки. Обязательно просто заклинаю вас попробуйте эти средства если будете за бугром. Думаю в Европе они тоже есть!",один хороший открытие тема ценакачество средство работать любимый сыворотка дневный крем плакать молить ктоть привезти америка обязательно заклинать попробовать средство бугор думать европа,4,0
2341,"Ещё одна важная вещь, которую вы можете делать дома - массаж лица. Прикреплю вам видео Лизы Элдридж по этому поводу, пожалуйста посмотрите, оно очень очень полезное и разъяснительное. Мне кажется, многие считают что массаж это необязательная штука, но вы глубоко ошибаетесь. Я считаю, что нужно все же делать все, что зависит в первую очередь от тебя)",один вещь который мочь делать дом массаж лицо прикрепить видео лиза элдридж повод посмотреть полезный разъяснительный многие считать массаж необязательный штука глубоко ошибаться считать делать зависеть первый очередь,5,0
2342,"Ещё одна немаловажная вещь, касающаяся морщин - нужно пить воду. Обычную, не газированную. Да, я буду тут конечно супер кэпом, но что есть, то есть. Поверьте мне, я заметила это больше даже не на себе (все же морщин таких у меня пока нет), а на маме - я буквально пилила её пить 2 литра воды в день. Через 1-2 месяца вы увидите результаты, как ваша кожа разгладилась и выглядит реально более живой. Начинайте с воды с лимоном. Пейте её, прям пихайте в себя, я через это прошла и через туалет каждые 10 мин)) Через 2-3 недели вы настолько привыкните к воде, что будете каждый раз охуевать, когда кто-то будет заказывать колу. И ещё небольшая пометка, как только вы начнёте пить воду, вы будете разбираться в её вкусе, поэтому советую пить Nestle, фрутоняню или Bebi. Ну и иногда можно позволить себе пол литра Fiji за 300 рублей. НА ДЕСЕРТ.",один немаловажный вещь касаться морщина пить вода обычный газировать супер кэп поверьте заметить морщина такой мама буквально пилить пить 2 литр вода 12 месяц увидеть результат кожа разгладиться выглядеть реально живой начинать вода лимон пить прям пихать пройти туалет 10 мина 23 неделя настолько привыкнуть вода охуевать ктоть заказывать кола небольшой пометка начать пить вода разбираться вкус поэтому советовать пить  фрутоняня  позволить пол литр  300 рубль десерт,5,0
2343,"В нашей полосе не нужно использовать санскрин больше 30-50 spf. В идеале - 15-30. Более того, если у вас чувствительная кожа, я бы очень осторожно относилась к санскринам 30-50, потому что они могут вызвать высыпания. Проще говоря, в них просто больше химии.",наш полоса использовать санскрин 3050  идеал 1530 чувствительный кожа осторожно относиться санскрин 3050 вызвать высыпание простой говорить химия,5,0
2344,"Ещё одна важная и обязательная штука для предотвращения морщин это конечно санскрин. Да, витамин D это полезно, но все же солнце больше опасно для нас( Слава богу, мы живём не в ЛА и у нас херовая погода 300 дней в году, но могу сказать что использую санскрин почти всегда и в солнечные дни даже зимой.",один обязательный штука предотвращение морщина санскрин витамин  полезно солнце опасно слава бог жить ла херовый погода 300 день мочь использовать санскрин солнечный день зимой,5,0
2345,"Небольшая пометка: этот пилинг подходит также для чувствительной кожи. Пилинг является 2-этапным, сперва на кожу наносится кислотный продукт, а затем его действие нейтрализуется пептидным молочком, которое к тому же укрепляет и питает кожу.",небольшой пометка пилинг подходить чувствительный кожа пилинг являться 2этапный сперва кожа наноситься кислотный продукт действие нейтрализоваться пептидный молочко который укреплять питать кожа,4,5
2346,"Помогает справиться с излишней жирностью кожи и высыпаниями, с  порами и та-да-дам с первыми признаками старения. Одно из самых крутейших средств, которых я пробовала, потому что на утро ты просыпаешься, смотришь на кожу и говоришь ВОУ. С домашними средствами такое случается все же крайне редко. Почитайте обязательно про эту штуку, думаю вас заинтересует.",помогать справиться излишний жирность кожа высыпание пора тадада первый признак старение один самый крутый средство пробовать утро просыпаться смотреть кожа говорить воу домашний средство случаться крайне редко почитать обязательно штука думать заинтересовать,4,5
2347,"A daily antiaging extra strength peel in presoaked pads to resurrect radiance and combat the three most common signs of aging. 
Не могу переводить, простите, у меня с русским большая проблема в последнее время, но по сути это диски с кислотным пилингом, которые вам заменят салонную процедуру.",                     мочь переводить простить русский больший проблема последний суть диск кислотный пилинг заменить салонный процедура,5,0
2348,"У меня вот серьезно боль за русских девушек, которые не знают про Dr Dennis Gross, потому что он у нас не продаётся. А это один из самых крутых продуктов у него. Одноразовые диски, которые идут в отдельной упаковке (есть ещё просто в баночке большой).",серьёзно боль русский девушка знать    продаваться самый крутой продукт одноразовый диск идти отдельный упаковка баночка большой,5,0
2349,"Честно признаюсь, я считаю что уход должен быть очень простым и не состоять из миллиарда баночек по разным назначениям. Объясню почему - какую бы маску вы не купили, какой бы крем не нанесли или сколько бы кислот не использовали - я считаю, что это не заменит салонные процедуры, особенно после 30. И не надо думать, что на это надо тратить очень много денег, просто чистки / пилинги / биоверитализацию дома вы все же не сделаете.",честно признаться считать уход должный простой состоять миллиард баночка разный назначение объяснить какой маска купить крем нанести кислота использовать считать заменить салонный процедура 30 думать тратить деньга чистка пилинг биоверитализация дом сделать,4,5
2350,"Ани, здравствуйте, читаю вас с удовольствием. А подскажите, пожалуйста, что есть крутого для тех, кто бухает, много думает (с соответствующей мимикой), живет в гнусных экологических условиях и в 30 с ужасом замечает первые морщинки на лбу. Спасибо!",ани здравствуйте читать удовольствие подсказать крутой бухать думать соответствовать мимика жить гнусный экологический условие 30 ужас замечать первый морщинка лоб,5,0
2351,"По сути, это ""мужской консилер"", поэтому он скрывая достаточно хорошо вообще практически незаметен. Включаю его в этот sos список, потому что иногда обычные консилеры без всякого ухода внутри могут ухудшить только состояние вашей кожи и при этом очень плохо скрыть недостатки. Все же, если вы пробухали целую ночь и спали два часа - лучше маскировать кожу чем-то более увлажняющим, чем консилером от мак 🙄",суть мужской консилера поэтому скрывать достаточно вообще практически незаметный включать  список обычный консилера всякий уход внутри ухудшить состояние ваш кожа плохо скрыть недостаток пробухать целый ночь спасть час маскировать кожа чемтый увлажнять консилер мак ,4,5
2352,"Самое смешное - они выглядят как огромная прокладка. Но я вот без вообще не могу. Плюс, достаточно хорошо убирают эту усталость в районе глаз и напряжение, опять же за счёт нагрева и пара. В общем, попробуйте, особенно если вы сильно не высыпаетесь, много проводите время за компом и тд!",самый смешной выглядеть огромный прокладка вообще мочь плюс достаточно убирать усталость район глаз напряжение счёт нагрев пара общий попробовать сильно высыпаться проводить комп тд,2,0
2353,"Маска чуть более прайси, НО она как раз прям для самых сложных случаев, когда спала два часа (или не спала вовсе) и нужно выглядеть не то, чтобы живой, но очень хорошо. Не знаю как она это делает, но она правда работает. После эффекта такой маски даже не страшно продолжать бухать 🌚",маска прайси прям самый сложный случай спасть час спасть вовсе выглядеть живой знать делать правда работать эффект маска страшно продолжать бухать ,5,0
2354,"Так, а для тех кто, все-таки любит бухать и тусить (я вам завидую серьезно), кто любит жрать пиццулю и пить кофе с сигаретой -у меня тут пару советов короче. Я как раз недавно забавное видео на эту тему посмотрела.",всетаки любить бухать тусить завидовать серьёзно любить жрать пиццуля пить кофе сигарета пара совет короче забавный видео тема посмотреть,5,0
2355,"Кстати, вот не смейтесь, я вообще не ЗОЖ и вся херня, но вот насчёт алкоголя и прыщей могу сказать вам точно, что не дай Бог мне выпить больше пары бокалов или О БОЖЕ коктейль - я буду в прыщах на следующий же день. Скорее всего, такое происходит не у всех, но все же советую попробовать провести без алкашки хотя бы месяц и вы точно будете сильно удивлены.",кстати смеяться вообще зож херня насчёт алкоголь прыщ мочь точно дать бог выпить пара бокал бог коктейль прыщ следующий скорее происходить советовать попробовать провести алкашка месяц точно сильно удивить,5,0
2356,"просто не могу не добавить этот видос  с Самантой Чапман, я оочень люблю Джерри Холл(мейкап напомнил сразу о ней) и люблю мейкап 70х, просто 11 минут полного релакса. Понимаю, не всем интересно, но если вы также с ума сходите по мейкапу как я, вам понравится)",мочь добавить видос саманта чапман оочень любить джерри холлмейкап напомнить сразу любить мейкап 70х 11 минута полный релакс понимать интересно ум сходить мейкап понравиться,5,0
2357,"Не смейтесь, я реально не знаю никаких чудо свойств ЛОСИНОГО МОЛОКА. Но крем органический, пахнет очень приятно (лосиное молоко наверно так сладко пахнет, точно) и САМОЕ ГЛАВНОЕ - этот крем не липнет, впитывается за 30 секунд и запах, который по началу кажется сильным, почти пропадает. Честно, я попробовала кучу кремов для рук, но у меня дикий бзик с липкостью. До этого я мазалась кремом для рук eos, который тоже не липкий, но он не такой увлажняющий как этот. Вощим, всем психам - берите его и не будете беситься.",смеяться реально знать никакой чудо свойство лосиный молоко крем органический пахнуть приятно лосиный молоко наверно сладко пахнуть точно самый главное крем липнуть впитываться 30 секунда запах начало сильный пропадать честно попробовать куча крем рука дикий бзик липкость мазаться крем рука  липкий увлажнять вощить псих брать беситься,4,5
2358,"А пока не забыла, немного не в тему, но все же хочу написать о супер крутом креме для рук. Понимаю, летом такой проблемы, как сухость рук редко у кого бывает, но вот у меня руки как и губы - сухие pizdec.",забыть тема хотеть написать супер крутой крем рука понимать лето проблема сухость рука редко рука губа сухой ,6,0
2359,"Единственное, до чего не дошла и собственно самое интересное это Анин #ахгдетокс чай. Начну пить курсом и напишу вам как что, а вообще там много чего обещают от снижения аппетита до повышения тонуса кожи и снижения отеков. Напишу через недельку как пропью!",единственный дойти собственно самый интересный анин ахгдетокс чай начать пить курс написать вообще обещать снижение аппетит повышение тонус кожа снижение отёк написать неделька пропить,5,0
2360,"А вот эта штука не для всех. Раньше, из-за гормональных проблем меня сыпало на спине ужасно. Поэтому у меня каждый раз случается катарсис, если я чувствую какое-то воспаление на спине. Эта соль правда очень хорошо помогает, чередую её с рождественским кексом, так как моя кожа на теле сухая. Если у кого есть серьёзные проблемы на спине или груди - во-первых сходите к эндокринологу, во вторых попробуйте это сольку для ванн в тандеме с вулканической маской. Прыщи она успокоит и раздражение точно уберёт.",штука изз гормональный проблема сыпать спина ужасно поэтому случаться катарсис чувствовать какоеть воспаление спина соль правда помогать чередовать рождественский кекс кожа тело сухой серьёзный проблема спина грудь вопервое сходить эндокринолог второй попробовать солька ванна тандем вулканический маска прыщ успокоить раздражение точно убрать,4,0
2361,"Вот эту штуку я ""понюхала"" у подруги дома и поняла что оно мне надо. Эта добавка пахнет как РОЖДЕСТВЕНСКИЙ КЕКС СУКА. Настолько, что готов выдать этот пакет за готовую смесь для кекса. Но кроме этого, смесь правда очень увлажняет кожу и если вы любите лежать в ванной долго, то это для вас. Только не ругайтесь на меня потом, что подсели на неё))",штука понюхать подруга дом понять добавка пахнуть рождественский кекс сука настолько готовый выдать пакет готовый смесь кекс смесь правда увлажнять кожа любить лежать ванная ругаться подсесть,5,0
2362,"Взяла вот эту глину. Короче, пока дочитаешь все, что с ней можно делать, сдохнешь. Можно мазать на рожу / кожу / волосы. Я мажу на рожу ибо часто страдаю всякими воспалениями. И она правда работает!! Радуюсь как мразь и надеюсь она будет также меня спасать. Знаете, чем-то напоминает белую маску GLAMGLOW глиняную, ибо эта тоже очень хорошо борется с черными точками и прочими загрязнениями, только стоит в 4 раза меньше. Плюс пакет большой и довольно экономичный, обязательно читайте все Анины пометки внизу!",взять глина короче дочитать делать сдохнуть мазать рожа кожа волос мазать рожа ибо страдать всякий воспаление правда работать радоваться мразь надеяться спасать знать чемтый напоминать белый маска  глиняный ибо бороться чёрный точка прочий загрязнение стоить 4 раз плюс пакет большой экономичный обязательно читать анин пометка,5,0
2363,"Дошла до сайта Ани Гехт и заказала там пару вещей, про которые уже читаю пару месяцев. Если кто не знает Аню - в отличии от меня она действительно разбирается в коже, в проблемах и в её лечении и вообще во всей ""теории"" от и до. Я вот не берусь никакие советы по уходу давать, а она может и даёт. Кому интересно сходите к ней в инстик (@ax.g) там много чего полезного можно найти.",дойти сайт ани гехт заказать пара вещь читать пара месяц знать аня отличие разбираться кожа проблема лечение вообще весь теория браться никакой совет уход давать давать интересно сходить инстик  полезный найти,5,0
2364,"Если коротко - то это пиздец какое говно за 3500 рублей. Нет, ну макияж красивый (хоть и смылся нахер через 2 часа), тут другое дело, что это не стоит 3500 косарей. Ребят, пару роликов на ютубе и вы сами себя накрасите так. Не надо никогда в жизни на это тратить деньги, если только не на свадебку или дэрэ.",коротко пиздец какой говно 3500 рубль макияж красивый смыться нахер 2 час дело стоить 3500 косарь ребята пара ролик ютуба накрасить жизнь тратить деньга свадебка дэрэ,5,0
2365,"Тарт Нью-Йорская марка, которую запустила Маурин Келли в своей квартире в Ист-Сайде. Маурин мечтала о косметике без синтетики, с использованием натуральных ингредиентов и тд. Дело даже не в этом, дело в том, что последние пару лет Тарт как говорят kicking the ass остальных брендов, ибо все, что не выпускают - бестселлер. Одна из моих любимых марок на сегодняшний день.",тарт ньюйорский марк который запустить маурина келли квартира истсайда маурина мечтать косметика синтетик использование натуральный ингредиент тд дело дело последний пара тарт говорить    остальной бренд ибо выпускать бестселлер один мой любимый марка сегодняшний,5,0
2366,"Раньше кстати всегда использовали прозрачный блеск для губ - но фишка в том, что и держится он только во время съёмки, в целом намазаться блеском и пойти на вечеринку - невозможно (все просто смажется нах), так что берите на заметку юные рейверы, об этих продуктах даже Крыгина не знает и до сих пор мажет маковским блеском для губ на съемках 😬",кстати использовать прозрачный блеск губа фишка держаться съёмка целое намазаться блеск пойти вечеринка невозможно смазаться нах брать заметка юный рейвера продукт крыгин знать мазать маковское блеск губа съёмка ,6,0
2367,"И ещё одна прикольная тема, которая продаётся у Urban Outfitters - Milk Makeup. Немного расскажу предысторию: наверняка многие из вас слышали про Milk studios в Нью-Йорке, которая является одной из самых популярных и старых студий для съёмок. Невозможно перечесть сколько и каких там было сделано фотошутов. От съёмок Vogue до просто вечеринок и ивентов с Марком Джейкобсом (он кстати рядом там живёт). Но дело не в этом, дело в том, что чуваки взяли и выпустили декоративную косметику под своим брендом. Сначала думаешь, вотафак, но потом оказывается что продукты то дико крутые. Щас напишу о парочке.",один прикольный тема продаваться     рассказать предыстория наверняка многие слышать   ньюйорк являться самый популярный старый студия съёмка невозможно перечесть какой сделать фотошут съёмка  вечеринка ивент марк джейкобс кстати жить дело дело чувак взять выпустить декоративный косметика свой бренд думать вотафак оказываться продукт дико крутой сейчас написать парочка,0,0
2368,"Кстати, у Urban Outfitters (которые кстати доставляют нам) есть мой любимый Mario Badescu - довольно демократичные, но отличные вещи по уходу. Если вдруг будете заказывать, что-то оттуда - прихватите эти продукты.",кстати   кстати доставлять любимый   демократичный отличный вещь уход заказывать чтоть оттуда прихватить продукт,0,0
2369,"Так, дальше по прикольным штучкам -  UNICORN OIL. Успокаивающее масло для таких истеричек как я. Реально помогает, успокаивает, а ночью хорошо засыпается. Unicorn Oil: A cooling blend of magical oils to ease tension and harmonize. Ну и скажите мне, кому не нужно тут ХАРМОНАЙЗ (гармонизировать).",прикольный штучка   успокаивать масло такой истеричка реально помогать успокаивать ночью засыпаться              сказать хармонайза гармонизировать,5,0
2370,"https://kiehls.ru/besspirtovoj-tonik-s-kalenduloj-dla-normal-noj-i-zhirnoj-kozhi.html а вот этот тоник all time favorite, правда кожа конечно у меня пресытилась им, но я все равно вернусь к нему через некоторое время.", тоник    правда кожа пресытиться равно вернуться некоторый,5,0
2371,"Уже написала, что тоники и кремы уже на ваш выбор, но выставлю мой current favorite тоник (для жирной кожи). Хороший тоник, минимизирует поры (реально) и борется с покраснениями. 
http://m.iherb.com/Andalou-Naturals-Pore-Minimizer-Aloe-Willow-Bark-6-fl-oz-178-ml/46929",написать тоник крем выбор выставить   тоник жирный кожа хороший тоник минимизировать пора реально бороться покраснение 617846929,4,5
2372,"Мои любимые масла от holika holika (дешевле) и Shu Uemura (дороже). Shu Uemura конечно как эталон, одно из лучших масел, но в целом вам оно не так жизненно необходимо, особенно когда на рынке наконец появляются много достойных вариантов.",любимый масло   дешёвый   дорогой   эталон один хороший масло целое жизненно необходимо рынок появляться достойный вариант,5,0
